Placa|año_fiscal,monto pagado,concepto_lc|año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc,,,,,,,,,,,,,,,,
F92ANT|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
B25AGC|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00VAK|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
C30AZZ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F92AWG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D98APL|2020,1689,38|2019,1987,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F87BLG|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00XMT|2020,1689,38|2017,1465,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87AOP|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WWW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F92AZX|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
CB220|2015,1366,38|2014,1314,38|2013,1266,38|2009,1624,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25AJR|2020,1689,38|2017,1465,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00YER|2018,1545,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HBS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00SVF|2020,1689,38|2019,1625,38|2018,1545,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00IRV|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,
AA573|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
K23ACU|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
080FA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00SXP|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30AXE|2020,1689,38|2019,1987,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D69BHI|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00UNH|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
080TH|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G66AXA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1624,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,
F27AGC|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HCZ|2020,497,38|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,
346YA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
B25BEJ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00IFU|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00ZTM|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00SWM|2017,1465,38|2016,1408,38|2015,1366,38|2014,1672,38|2013,1764,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC232|2019,1625,38|2018,1545,39|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
AC535|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2008,1587,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00ZVD|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F92AVF|2020,1689,38|2020,1445,37|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F27BEV|2020,1689,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
AC833|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
AA502|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10XCK|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00XSL|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A10XKS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
L90AVW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
080OC|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1742,38|2013,1784,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00YVH|2019,1625,38|2018,1912,38|2017,1912,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
C30AMM|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00BNP|2016,1408,38|2014,1314,38|2013,1724,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WCL|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
E92ASZ|2017,1465,38|2016,1408,38|2015,1366,38|2014,1724,38|2013,1776,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GYX|2020,1689,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
F87AVQ|2017,1465,38|2015,1366,38|2014,1709,38|2013,1773,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ZNZ|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000HI|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00TDK|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2009,1624,38|2008,1587,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052XN|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VUA|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F27AWN|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
052KR|2020,1689,38|2019,1625,38|2018,1912,38|2017,1465,38|2016,1408,38|2016,1204,37|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,
080QM|2020,1689,38|2019,1625,38|2018,1912,38|2017,1465,38|2016,1408,38|2016,1204,37|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,
459GI|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00TWB|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
000LC|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F27ASG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00ZTP|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00UBG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00XRW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
M23AKY|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
F45AWW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
080SV|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2015,1366,38|2014,1314,38|2013,1266,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,
A00FXZ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00XZV|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00ANW|2020,1689,38|2019,1987,38|2017,1465,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XTU|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F45AUO|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A10WVU|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00ZCK|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25BCR|2019,1625,38|2018,1545,39|2018,1545,38|2017,1465,38|2017,1252,37|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
578ZV|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G66AEV|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2016,1204,37|2015,1366,38|2014,1314,38|2013,1769,38|,,,,,,,,,,,,,,,,,,,,,,,,
A10XDN|2017,1465,38|2015,1366,38|2014,1314,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GKT|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78ACT|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00UBR|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G66BAR|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00HDZ|2019,1625,38|2018,1912,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
E92AOL|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2008,1587,38|,,,,,,,,,,,,,,,,,,,,,,,,
AC779|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2016,1204,37|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00WNC|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC365|2020,1689,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2009,1616,38|2008,1579,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00WFZ|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87ACP|2019,1625,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080ZO|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XQD|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G66AMJ|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HVS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
080RL|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080XB|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G78BLV|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F27ABH|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F27BAF|2020,1689,38|2019,1625,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346YN|2019,1625,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AGF|2020,1689,38|2019,1625,38|2018,1912,38|2017,1912,38|2015,1366,39|2014,1314,38|2013,1266,38|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
B25BAG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
K23ALG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
CB384|2020,1689,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92ALH|2019,1625,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
D69ARD|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2012,1215,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00ZWC|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45AJX|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
052KP|2019,1625,38|2018,1912,38|2017,1465,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10WRS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
052NX|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00ZKQ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F45BIY|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00UNZ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A10XJU|2020,1689,38|2019,1987,38|2018,1912,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G78AJJ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HSN|2020,1689,38|2019,1987,38|2018,1912,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00WHG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
459LH|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039XG|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78AJE|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M23AIH|2012,1215,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189YD|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,
000ZJ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
235BN|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
E92AUR|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00YJW|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25ABW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1252,37|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,
235LS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1252,37|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,
CB532|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1821,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00HPD|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1252,37|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
E92AOU|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1252,37|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
D69AWN|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
K23BKM|2015,1366,38|2014,1314,38|2013,1266,38|2009,1624,38|2008,1587,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ638|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30BKV|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00BDC|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30AGN|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92BGD|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00HGQ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D98AIH|2020,497,38|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
189RZ|2019,1625,38|2018,1912,38|2017,1912,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
